Series Name,Series Code,Country Name,Country Code,2018 [YR2018],2021 [YR2021]
GDP per capita (current US$),NY.GDP.PCAP.CD,Argentina,ARG,11795.15939,10729.23258
GDP per capita (current US$),NY.GDP.PCAP.CD,Armenia,ARM,4220.540321,4670.008798
GDP per capita (current US$),NY.GDP.PCAP.CD,Aruba,ABW,30253.71423,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Australia,AUS,57180.7794,59934.12941
GDP per capita (current US$),NY.GDP.PCAP.CD,Austria,AUT,51486.5755,53267.93275
GDP per capita (current US$),NY.GDP.PCAP.CD,Azerbaijan,AZE,4739.84171,5384.034998
GDP per capita (current US$),NY.GDP.PCAP.CD,"Bahamas, The",BHS,33077.39183,28239.36671
GDP per capita (current US$),NY.GDP.PCAP.CD,Bahrain,BHR,24086.30169,22232.32523
GDP per capita (current US$),NY.GDP.PCAP.CD,Bangladesh,BGD,1991.483267,2503.04388
GDP per capita (current US$),NY.GDP.PCAP.CD,Barbados,BRB,17782.87473,17033.93719
GDP per capita (current US$),NY.GDP.PCAP.CD,Belarus,BLR,6360.062473,7303.696266
GDP per capita (current US$),NY.GDP.PCAP.CD,Belgium,BEL,47549.20805,51767.78857
GDP per capita (current US$),NY.GDP.PCAP.CD,Belize,BLZ,4927.194224,4420.491372
GDP per capita (current US$),NY.GDP.PCAP.CD,Benin,BEN,1241.825298,1428.447177
GDP per capita (current US$),NY.GDP.PCAP.CD,Bermuda,BMU,113050.7369,110869.4631
GDP per capita (current US$),NY.GDP.PCAP.CD,Bhutan,BTN,3243.477437,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Bolivia,BOL,3548.59078,3414.892849
GDP per capita (current US$),NY.GDP.PCAP.CD,Bosnia and Herzegovina,BIH,6070.35298,6916.438315
GDP per capita (current US$),NY.GDP.PCAP.CD,Botswana,BWA,7503.878588,7347.552382
GDP per capita (current US$),NY.GDP.PCAP.CD,Brazil,BRA,9151.381732,7518.834284
GDP per capita (current US$),NY.GDP.PCAP.CD,British Virgin Islands,VGB,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Brunei Darussalam,BRN,31628.47626,31722.66014
GDP per capita (current US$),NY.GDP.PCAP.CD,Bulgaria,BGR,9446.700772,11634.97102
GDP per capita (current US$),NY.GDP.PCAP.CD,Burkina Faso,BFA,804.5005378,918.1525819
GDP per capita (current US$),NY.GDP.PCAP.CD,Burundi,BDI,238.0343096,236.7954142
GDP per capita (current US$),NY.GDP.PCAP.CD,Cabo Verde,CPV,3616.460666,3445.756536
GDP per capita (current US$),NY.GDP.PCAP.CD,Cambodia,KHM,1512.126989,1590.95666
GDP per capita (current US$),NY.GDP.PCAP.CD,Cameroon,CMR,1585.240534,1661.702105
GDP per capita (current US$),NY.GDP.PCAP.CD,Canada,CAN,46548.63841,52051.35146
GDP per capita (current US$),NY.GDP.PCAP.CD,Cayman Islands,CYM,86180.53969,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Central African Republic,CAF,475.9538139,511.4847456
GDP per capita (current US$),NY.GDP.PCAP.CD,Chad,TCD,726.1510071,696.4227755
GDP per capita (current US$),NY.GDP.PCAP.CD,Channel Islands,CHI,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Chile,CHL,15772.33348,16502.83857
GDP per capita (current US$),NY.GDP.PCAP.CD,China,CHN,9905.342004,12556.33312
GDP per capita (current US$),NY.GDP.PCAP.CD,Colombia,COL,6729.583332,6131.225922
GDP per capita (current US$),NY.GDP.PCAP.CD,Comoros,COM,1428.290463,1494.687693
GDP per capita (current US$),NY.GDP.PCAP.CD,"Congo, Dem. Rep.",COD,565.8295429,584.1064092
GDP per capita (current US$),NY.GDP.PCAP.CD,"Congo, Rep.",COG,2606.615526,2213.880863
GDP per capita (current US$),NY.GDP.PCAP.CD,Costa Rica,CRI,12485.4239,12508.61563
GDP per capita (current US$),NY.GDP.PCAP.CD,Cote d'Ivoire,CIV,2314.050958,2578.760412
GDP per capita (current US$),NY.GDP.PCAP.CD,Croatia,HRV,15227.5601,17398.76598
GDP per capita (current US$),NY.GDP.PCAP.CD,Cuba,CUB,8824.194008,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Curacao,CUW,18956.09791,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Cyprus,CYP,29334.11133,30798.47656
GDP per capita (current US$),NY.GDP.PCAP.CD,Czech Republic,CZE,23419.73561,26378.49996
GDP per capita (current US$),NY.GDP.PCAP.CD,Denmark,DNK,61591.92887,67803.0471
GDP per capita (current US$),NY.GDP.PCAP.CD,Djibouti,DJI,3038.269738,3363.712048
GDP per capita (current US$),NY.GDP.PCAP.CD,Dominica,DMA,7745.376963,7559.975039
GDP per capita (current US$),NY.GDP.PCAP.CD,Dominican Republic,DOM,8050.644076,8603.789905
GDP per capita (current US$),NY.GDP.PCAP.CD,Ecuador,ECU,6295.934662,5934.875496
GDP per capita (current US$),NY.GDP.PCAP.CD,"Egypt, Arab Rep.",EGY,2537.125185,3876.359594
GDP per capita (current US$),NY.GDP.PCAP.CD,El Salvador,SLV,4052.624775,4408.520365
GDP per capita (current US$),NY.GDP.PCAP.CD,Equatorial Guinea,GNQ,10005.61604,8462.28633
GDP per capita (current US$),NY.GDP.PCAP.CD,Eritrea,ERI,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Estonia,EST,23063.56382,27280.65844
GDP per capita (current US$),NY.GDP.PCAP.CD,Ethiopia,ETH,771.5248663,943.9656842
GDP per capita (current US$),NY.GDP.PCAP.CD,Faroe Islands,FRO,65572.60753,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Fiji,FJI,6317.413723,5085.971642
GDP per capita (current US$),NY.GDP.PCAP.CD,Finland,FIN,49988.91085,53982.61427
GDP per capita (current US$),NY.GDP.PCAP.CD,France,FRA,41592.7959,43518.53851
GDP per capita (current US$),NY.GDP.PCAP.CD,French Polynesia,PYF,22094.75746,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Gabon,GAB,7959.007267,8016.990495
GDP per capita (current US$),NY.GDP.PCAP.CD,"Gambia, The",GMB,732.7207273,835.5944214
GDP per capita (current US$),NY.GDP.PCAP.CD,Georgia,GEO,4722.042423,5042.385528
GDP per capita (current US$),NY.GDP.PCAP.CD,Germany,DEU,47973.60762,50801.78671
GDP per capita (current US$),NY.GDP.PCAP.CD,Ghana,GHA,2260.860567,2445.290749
GDP per capita (current US$),NY.GDP.PCAP.CD,Gibraltar,GIB,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Greece,GRC,19756.99046,20276.54467
GDP per capita (current US$),NY.GDP.PCAP.CD,Greenland,GRL,54545.29998,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Grenada,GRD,10466.88221,9928.621733
GDP per capita (current US$),NY.GDP.PCAP.CD,Guam,GUM,36556.67491,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Guatemala,GTM,4478.424646,5025.575573
GDP per capita (current US$),NY.GDP.PCAP.CD,Guinea,GIN,955.1112811,1174.352972
GDP per capita (current US$),NY.GDP.PCAP.CD,Guinea-Bissau,GNB,802.7673851,812.962373
GDP per capita (current US$),NY.GDP.PCAP.CD,Guyana,GUY,6145.819277,9374.80457
GDP per capita (current US$),NY.GDP.PCAP.CD,Haiti,HTI,1479.345827,1814.674048
GDP per capita (current US$),NY.GDP.PCAP.CD,Honduras,HND,2510.322943,2831.033021
GDP per capita (current US$),NY.GDP.PCAP.CD,"Hong Kong SAR, China",HKG,48537.56689,49660.63424
GDP per capita (current US$),NY.GDP.PCAP.CD,Hungary,HUN,16427.37276,18772.67329
GDP per capita (current US$),NY.GDP.PCAP.CD,Iceland,ISL,74469.80406,68383.76534
GDP per capita (current US$),NY.GDP.PCAP.CD,India,IND,1998.259076,2277.434347
GDP per capita (current US$),NY.GDP.PCAP.CD,Indonesia,IDN,3893.859578,4291.812554
GDP per capita (current US$),NY.GDP.PCAP.CD,"Iran, Islamic Rep.",IRN,4046.341864,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Iraq,IRQ,5915.850854,5048.387813
GDP per capita (current US$),NY.GDP.PCAP.CD,Ireland,IRL,79107.60499,99152.10257
GDP per capita (current US$),NY.GDP.PCAP.CD,Isle of Man,IMN,89112.66772,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Israel,ISR,42063.45313,51430.07968
GDP per capita (current US$),NY.GDP.PCAP.CD,Italy,ITA,34622.16967,35551.28499
GDP per capita (current US$),NY.GDP.PCAP.CD,Jamaica,JAM,5359.993789,4586.650509
GDP per capita (current US$),NY.GDP.PCAP.CD,Japan,JPN,39727.1166,39285.16311
GDP per capita (current US$),NY.GDP.PCAP.CD,Jordan,JOR,4308.151074,4405.839424
GDP per capita (current US$),NY.GDP.PCAP.CD,Kazakhstan,KAZ,9812.626371,10041.48984
GDP per capita (current US$),NY.GDP.PCAP.CD,Kenya,KEN,1794.091175,2006.83224
GDP per capita (current US$),NY.GDP.PCAP.CD,Kiribati,KIR,1693.950155,..
GDP per capita (current US$),NY.GDP.PCAP.CD,"Korea, Dem. People's Rep.",PRK,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,"Korea, Rep.",KOR,33436.92306,34757.72007
GDP per capita (current US$),NY.GDP.PCAP.CD,Kosovo,XKX,4384.048892,4986.582469
GDP per capita (current US$),NY.GDP.PCAP.CD,Kuwait,KWT,33399.06048,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Kyrgyz Republic,KGZ,1308.140165,1276.242643
GDP per capita (current US$),NY.GDP.PCAP.CD,Lao PDR,LAO,2569.093892,2551.326081
GDP per capita (current US$),NY.GDP.PCAP.CD,Latvia,LVA,17865.03109,20642.16792
GDP per capita (current US$),NY.GDP.PCAP.CD,Lebanon,LBN,8003.827612,2670.441956
GDP per capita (current US$),NY.GDP.PCAP.CD,Lesotho,LSO,1192.48432,1166.461667
GDP per capita (current US$),NY.GDP.PCAP.CD,Liberia,LBR,710.2659984,673.0890671
GDP per capita (current US$),NY.GDP.PCAP.CD,Libya,LBY,11482.13364,6018.445207
GDP per capita (current US$),NY.GDP.PCAP.CD,Liechtenstein,LIE,176499.4026,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Lithuania,LTU,19186.18128,23433.39091
GDP per capita (current US$),NY.GDP.PCAP.CD,Luxembourg,LUX,117254.7404,135682.7943
GDP per capita (current US$),NY.GDP.PCAP.CD,"Macao SAR, China",MAC,87526.07999,45421.62663
GDP per capita (current US$),NY.GDP.PCAP.CD,North Macedonia,MKD,6108.740108,6720.896285
GDP per capita (current US$),NY.GDP.PCAP.CD,Madagascar,MDG,518.401123,514.9058618
GDP per capita (current US$),NY.GDP.PCAP.CD,Malawi,MWI,544.5934593,642.6569158
GDP per capita (current US$),NY.GDP.PCAP.CD,Malaysia,MYS,11380.07922,11371.09902
GDP per capita (current US$),NY.GDP.PCAP.CD,Maldives,MDV,10279.07998,8994.641352
GDP per capita (current US$),NY.GDP.PCAP.CD,Mali,MLI,894.8048435,917.9130633
GDP per capita (current US$),NY.GDP.PCAP.CD,Malta,MLT,31573.11656,33257.42203
GDP per capita (current US$),NY.GDP.PCAP.CD,Marshall Islands,MHL,3793.550983,4170.981918
GDP per capita (current US$),NY.GDP.PCAP.CD,Mauritania,MRT,1669.773476,1723.013866
GDP per capita (current US$),NY.GDP.PCAP.CD,Mauritius,MUS,11208.34382,8812.108249
GDP per capita (current US$),NY.GDP.PCAP.CD,Mexico,MEX,9686.984927,9926.422768
GDP per capita (current US$),NY.GDP.PCAP.CD,"Micronesia, Fed. Sts.",FSM,3568.291016,3476.650895
GDP per capita (current US$),NY.GDP.PCAP.CD,Moldova,MDA,4230.626969,5314.531461
GDP per capita (current US$),NY.GDP.PCAP.CD,Monaco,MCO,185978.6093,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Mongolia,MNG,4156.84697,4534.918589
GDP per capita (current US$),NY.GDP.PCAP.CD,Montenegro,MNE,8850.378404,9367.016884
GDP per capita (current US$),NY.GDP.PCAP.CD,Morocco,MAR,3226.98291,3496.758301
GDP per capita (current US$),NY.GDP.PCAP.CD,Mozambique,MOZ,503.3020092,500.4448085
GDP per capita (current US$),NY.GDP.PCAP.CD,Myanmar,MMR,1250.173685,1187.238484
GDP per capita (current US$),NY.GDP.PCAP.CD,Namibia,NAM,5588.392864,4729.270937
GDP per capita (current US$),NY.GDP.PCAP.CD,Nauru,NRU,11614.66508,12252.2668
GDP per capita (current US$),NY.GDP.PCAP.CD,Nepal,NPL,1178.525957,1222.878794
GDP per capita (current US$),NY.GDP.PCAP.CD,Netherlands,NLD,53044.53244,58061.00167
GDP per capita (current US$),NY.GDP.PCAP.CD,New Caledonia,NCL,36382.49553,..
GDP per capita (current US$),NY.GDP.PCAP.CD,New Zealand,NZL,43250.44097,48801.68513
GDP per capita (current US$),NY.GDP.PCAP.CD,Nicaragua,NIC,2014.575189,2090.753461
GDP per capita (current US$),NY.GDP.PCAP.CD,Niger,NER,570.723922,594.9251089
GDP per capita (current US$),NY.GDP.PCAP.CD,Nigeria,NGA,2027.778549,2085.030765
GDP per capita (current US$),NY.GDP.PCAP.CD,Northern Mariana Islands,MNP,22886.67405,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Norway,NOR,82267.80932,89202.75054
GDP per capita (current US$),NY.GDP.PCAP.CD,Oman,OMN,18947.3665,16439.29645
GDP per capita (current US$),NY.GDP.PCAP.CD,Pakistan,PAK,1678.04315,1537.936411
GDP per capita (current US$),NY.GDP.PCAP.CD,Palau,PLW,15895.2599,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Panama,PAN,15544.99908,14516.45805
GDP per capita (current US$),NY.GDP.PCAP.CD,Papua New Guinea,PNG,2801.371393,2916.357349
GDP per capita (current US$),NY.GDP.PCAP.CD,Paraguay,PRY,5782.78455,5400.103826
GDP per capita (current US$),NY.GDP.PCAP.CD,Peru,PER,6958.497262,6692.248375
GDP per capita (current US$),NY.GDP.PCAP.CD,Philippines,PHL,3252.110274,3548.828323
GDP per capita (current US$),NY.GDP.PCAP.CD,Poland,POL,15468.48222,17840.92105
GDP per capita (current US$),NY.GDP.PCAP.CD,Portugal,PRT,23562.55452,24262.18094
GDP per capita (current US$),NY.GDP.PCAP.CD,Puerto Rico,PRI,31604.70151,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Qatar,QAT,65907.94843,61275.99827
GDP per capita (current US$),NY.GDP.PCAP.CD,Romania,ROU,12398.98198,14861.90917
GDP per capita (current US$),NY.GDP.PCAP.CD,Russian Federation,RUS,11287.36035,12172.78516
GDP per capita (current US$),NY.GDP.PCAP.CD,Rwanda,RWA,783.8127901,833.8298757
GDP per capita (current US$),NY.GDP.PCAP.CD,Samoa,WSM,4187.504787,3939.113696
GDP per capita (current US$),NY.GDP.PCAP.CD,San Marino,SMR,48996.59299,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Sao Tome and Principe,STP,1953.513257,2449.333442
GDP per capita (current US$),NY.GDP.PCAP.CD,Saudi Arabia,SAU,24228.83904,23585.88563
GDP per capita (current US$),NY.GDP.PCAP.CD,Senegal,SEN,1458.081584,1606.472061
GDP per capita (current US$),NY.GDP.PCAP.CD,Serbia,SRB,7252.401858,9214.993546
GDP per capita (current US$),NY.GDP.PCAP.CD,Seychelles,SYC,16910.66792,13306.7256
GDP per capita (current US$),NY.GDP.PCAP.CD,Sierra Leone,SLE,533.9915333,515.9320918
GDP per capita (current US$),NY.GDP.PCAP.CD,Singapore,SGP,66859.33834,72794.00302
GDP per capita (current US$),NY.GDP.PCAP.CD,Sint Maarten (Dutch part),SXM,28988.25921,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Slovak Republic,SVK,19389.98216,21087.8461
GDP per capita (current US$),NY.GDP.PCAP.CD,Slovenia,SVN,26116.85636,29200.81988
GDP per capita (current US$),NY.GDP.PCAP.CD,Solomon Islands,SLB,2411.897904,2336.968134
GDP per capita (current US$),NY.GDP.PCAP.CD,Somalia,SOM,389.8313955,445.7790165
GDP per capita (current US$),NY.GDP.PCAP.CD,South Africa,ZAF,7005.095413,6994.211654
GDP per capita (current US$),NY.GDP.PCAP.CD,South Sudan,SSD,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Spain,ESP,30364.57994,30115.70589
GDP per capita (current US$),NY.GDP.PCAP.CD,Sri Lanka,LKA,4059.20823,3814.715219
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Kitts and Nevis,KNA,20567.25826,18230.13235
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Lucia,LCA,11353.71523,9570.995457
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Martin (French part),MAF,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Vincent and the Grenadines,VCT,8024.028496,7996.614002
GDP per capita (current US$),NY.GDP.PCAP.CD,Sudan,SDN,773.5070801,764.3410034
GDP per capita (current US$),NY.GDP.PCAP.CD,Suriname,SUR,6938.086981,4836.332633
GDP per capita (current US$),NY.GDP.PCAP.CD,Eswatini,SWZ,4107.094431,4214.861688
GDP per capita (current US$),NY.GDP.PCAP.CD,Sweden,SWE,54589.06039,60238.98656
GDP per capita (current US$),NY.GDP.PCAP.CD,Switzerland,CHE,86388.40495,93457.4404
GDP per capita (current US$),NY.GDP.PCAP.CD,Syrian Arab Republic,SYR,1265.60619,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Tajikistan,TJK,853.2188734,897.087902
GDP per capita (current US$),NY.GDP.PCAP.CD,Tanzania,TZA,1042.838745,1135.539673
GDP per capita (current US$),NY.GDP.PCAP.CD,Thailand,THA,7298.947146,7233.388858
GDP per capita (current US$),NY.GDP.PCAP.CD,Timor-Leste,TLS,1249.138351,1457.825128
GDP per capita (current US$),NY.GDP.PCAP.CD,Togo,TGO,901.5230169,992.3284294
GDP per capita (current US$),NY.GDP.PCAP.CD,Tonga,TON,4740.700272,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Trinidad and Tobago,TTO,17139.18567,15243.12287
GDP per capita (current US$),NY.GDP.PCAP.CD,Tunisia,TUN,3690.896932,3924.343925
GDP per capita (current US$),NY.GDP.PCAP.CD,Turkiye,TUR,9454.348443,9586.61245
GDP per capita (current US$),NY.GDP.PCAP.CD,Turkmenistan,TKM,6967.375043,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Turks and Caicos Islands,TCA,29553.1367,24047.05471
GDP per capita (current US$),NY.GDP.PCAP.CD,Tuvalu,TUV,4156.305128,5291.485244
GDP per capita (current US$),NY.GDP.PCAP.CD,Uganda,UGA,770.6007843,858.0575127
GDP per capita (current US$),NY.GDP.PCAP.CD,Ukraine,UKR,3096.561768,4835.571777
GDP per capita (current US$),NY.GDP.PCAP.CD,United Arab Emirates,ARE,43839.32449,..
GDP per capita (current US$),NY.GDP.PCAP.CD,United Kingdom,GBR,43646.95197,47334.35531
GDP per capita (current US$),NY.GDP.PCAP.CD,United States,USA,62805.25376,69287.53659
GDP per capita (current US$),NY.GDP.PCAP.CD,Uruguay,URY,18703.86029,17020.64864
GDP per capita (current US$),NY.GDP.PCAP.CD,Uzbekistan,UZB,1597.068337,1983.064723
GDP per capita (current US$),NY.GDP.PCAP.CD,Vanuatu,VUT,3125.436014,3127.446248
GDP per capita (current US$),NY.GDP.PCAP.CD,"Venezuela, RB",VEN,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Vietnam,VNM,3230.927713,3694.019046
GDP per capita (current US$),NY.GDP.PCAP.CD,Virgin Islands (U.S.),VIR,36653.86305,..
GDP per capita (current US$),NY.GDP.PCAP.CD,West Bank and Gaza,PSE,3562.330943,3663.969055
GDP per capita (current US$),NY.GDP.PCAP.CD,"Yemen, Rep.",YEM,758.1459489,690.759273
GDP per capita (current US$),NY.GDP.PCAP.CD,Zambia,ZMB,1516.368371,1120.630171
GDP per capita (current US$),NY.GDP.PCAP.CD,Zimbabwe,ZWE,1254.642265,1737.173977
,,,,,
,,,,,
,,,,,
Data from database: World Development Indicators,,,,,
Last Updated: 07/20/2022,,,,,
